train/global_step,train/mean_reward,test/mean_reward
8592,1.5367825602421674,
8614,1.550016216739634,
8713,1.6062739773148578,
8733,1.6343920206199607,
8942,1.60429817146255,
9097,1.3902536411741808,
9117,1.3745747064067115,
9147,1.4524887806603273,
9212,1.4470544888037364,
9243,1.4651041539164549,
9262,1.4944682793435549,
9350,1.5753352007042571,
9431,1.6263161426364576,
9578,1.7355979510144206,
9625,1.7549300878304765,
9706,1.8144876494744293,
10000,,1.6039483545432767
10007,1.5442373815272643,
10042,1.542458134018977,
10109,1.568490691955746,
10142,1.536725925759235,
10157,1.5338607878715316,
10281,1.5341716838567123,
10388,1.5674395681597952,
10392,1.5647556299401224,
10405,1.5551646984256084,
10433,1.5513473930153905,
10485,1.571047827964382,
10557,1.6209430557882774,
10574,1.62544377038909,
10643,1.6219139213642508,
10767,1.573914697505586,
10812,1.5550083398317633,
10834,1.534178530903412,
10904,1.4014687899076739,
10939,1.3570599888905186,
10954,1.3337448924003297,
11120,1.4129843842162857,
11284,1.534495629422667,
11301,1.5840307307211876,
11334,1.6071526856736786,
11336,1.601199226780781,
11362,1.6285885113155205,
11732,1.8887095266647373,
11840,1.9683452859493644,
11958,2.0040358854164677,
12051,1.9494594238336111,
12070,1.929527557144799,
12162,1.763130770629053,
12414,1.5091893425801464,
12416,1.5107022037178965,
12429,1.4809639888085988,
12432,1.479391850445831,
12504,1.530849956696169,
12546,1.5876440114135177,
12578,1.681109042330579,
12779,1.5642615415795893,
12847,1.5430630274795099,
12886,1.510558170997617,
12997,1.4343911271363377,
13106,1.3421075576537786,
13107,1.3420408314161043,
13134,1.3336500795582256,
13299,1.3959538990366596,
13551,1.7874943348479508,
13666,1.7482401552129911,
13838,1.7259940925517134,
13868,1.7015088773773335,
13895,1.6822532387864686,
13910,1.7004221000800341,
13971,1.7381600825818424,
14059,1.8064879535769898,
14074,1.818746433662152,
14182,1.8856171947056146,
14239,1.9769861509312774,
14271,1.9549285801957277,
14286,1.931811949967674,
14359,1.930653419003786,
14410,1.9472695329399605,
14444,1.9277520385402707,
14560,2.010069426835891,
14730,1.9987955446096768,
14867,1.9737948184277894,
14948,1.9334510878393973,
15001,1.9314563889544376,
15032,1.9104959992914505,
15067,1.9648934051821785,
15108,1.925628491164157,
15119,1.9432091002270575,
15153,1.960056283732884,
15239,1.9392398704577634,
15584,2.0713645423321774,
15589,2.0587191884975606,
15733,2.026688506113725,
15749,2.0196678849733156,
15894,1.7345517426499635,
15922,1.6794381872177724,
15986,1.727538171908177,
16055,1.7652013660677344,
16060,1.7671165946108576,
16111,1.7796209488511543,
16181,1.8300159390209643,
16423,1.6271010015902596,
16428,1.6286978156715433,
16508,1.6346535761407697,
16541,1.6440372281883515,
16549,1.6489986947692372,
16569,1.6506868689354164,
16577,1.6330520523398422,
16627,1.6647120019064987,
16689,1.7861463215735722,
16695,1.7702211679712383,
16727,1.6962868931144934,
16877,1.7466744374914611,
16938,1.7758013969324813,
17038,1.7180777360675008,
17101,1.7262867696226178,
17377,1.701187562324256,
17391,1.710597880942536,
17396,1.7073615816645684,
17420,1.6749259446047498,
17423,1.6822745216723218,
17425,1.6828975351113382,
17481,1.6885450323597968,
17656,1.6498160152652017,
17666,1.6425003847574917,
17773,1.451902029007961,
17845,1.3769671847676042,
17863,1.395380857766943,
17873,1.409090344112078,
17985,1.3616058076815818,
17986,1.3622053431929626,
18025,1.357798387242549,
18075,1.3770000868401242,
18286,1.492923824602213,
18291,1.5031219956482043,
18316,1.5364746613502798,
18397,1.6812240204085582,
18596,1.7908123658435928,
18674,1.7533581133462508,
18697,1.6894105185885224,
18739,1.6701811301162939,
18854,1.5825853032203896,
18952,1.4609005900021628,
19042,1.4295159398870048,
19106,1.3737514235806243,
19128,1.3386652867552638,
19202,1.3798545957547117,
19215,1.4063404356032023,
19247,1.4258856058906069,
19250,1.4311202224601198,
19395,1.4984762332310182,
19481,1.584751173579756,
19626,1.6143836007418415,
19640,1.5909716875099482,
19670,1.566222443164326,
19724,1.6218611269442362,
19804,1.5580661473424815,
19809,1.5604421477642563,
19864,1.5791300660188368,
19931,1.5703704012571973,
20000,,1.4550186490731871
20029,1.5360124856850215,
20224,1.414490312149622,
20457,1.40128234678816,
20479,1.4361253651689776,
20533,1.4720486731983329,
20540,1.4556801047974475,
20599,1.4367082693702375,
20719,1.4470075916898084,
20775,1.476249366210108,
20798,1.421313836932244,
20803,1.4300841441816292,
20847,1.4346563708290945,
20862,1.43517946189085,
20923,1.4062337878872324,
21170,1.5358860129239433,
21195,1.549091227911645,
21402,1.7800389057358863,
21434,1.7627405156294873,
21487,1.7115520306620382,
21497,1.6423210105038422,
21588,1.603820998460836,
21649,1.5517078415899597,
21936,1.6355840112698454,
21937,1.635764416013813,
21970,1.600969847198618,
22062,1.5981323375201095,
22063,1.586331552187222,
22345,1.2148613448728072,
22406,1.1980579338012445,
22422,1.1831233072776803,
22494,1.0587071235136785,
22542,1.1030113243008766,
22547,1.1206167078300204,
22615,1.2170509837748857,
22712,1.382378567556669,
22717,1.3974109586286125,
22731,1.4095988706224825,
22778,1.5277903250904081,
22907,1.5950341906829864,
22996,1.5609230223431083,
23032,1.565621967641669,
23050,1.601277895852459,
23181,1.7362697725116762,
23200,1.74025497927393,
23218,1.7317949014450986,
23448,1.8872917282384387,
23478,1.855981746876159,
23612,1.755979258703057,
23652,1.798510348080409,
23780,1.7052422600004038,
23839,1.757056514648946,
23931,1.8817609379649514,
23955,1.8910344833702464,
23978,1.8925053747758958,
24000,1.8659843421583542,
24302,2.111372881154952,
24345,2.1219498070310814,
24468,2.195022767791356,
24570,2.3018038853608784,
24575,2.3221396084712422,
24618,2.3695445723523925,
24687,2.3504612820860107,
24792,2.331381301799073,
24835,2.2237699332496788,
24933,2.038726313758376,
24954,2.0083760922208276,
25258,1.5186301751211837,
25322,1.4929080994681505,
25381,1.2418451041031684,
25396,1.2053867620586527,
25464,1.0356037704579744,
25534,0.9222315279092175,
25675,0.8834094574492742,
25848,1.061473236699849,
25907,1.1017201384476425,
25916,1.127463340152736,
25935,1.0889201158728254,
25973,1.079856587223086,
26097,1.063083795469798,
26130,1.0443204251761997,
26166,1.0295959883283325,
26234,0.9704712489620594,
26296,0.9832358049196485,
26496,1.0090357977963373,
26560,0.9922144135376136,
26566,0.9944574054788226,
26744,0.9581214201501074,
26850,0.9171904667097712,
26943,0.9209539747523143,
26958,0.9162229523547043,
26998,0.9194045835524761,
27043,0.9208870846554075,
27051,0.932164984748903,
27081,0.9299348615091287,
27191,0.9561607560483913,
27333,1.0071618530069681,
27343,0.9996162516459225,
27395,1.0425769809959933,
27414,1.0599184615406954,
27665,1.0588830677347536,
27802,0.9930256061129279,
27876,1.0837098816637623,
27922,1.1141674294565072,
27932,1.1209194879457187,
27937,1.1309450447327234,
27997,1.2430868083065791,
28050,1.3869150869897913,
28149,1.6036700146295957,
28312,1.8360720883006485,
28547,1.6931870370273825,
28571,1.7134044393128502,
28696,1.6380308215478347,
28721,1.6802693684762233,
28822,1.6672097112800928,
28825,1.6794488737444224,
28943,1.6668848899922761,
29123,1.715644859394388,
29133,1.7347185748027127,
29197,1.672689040323063,
29217,1.7103286021826438,
29243,1.7114240917271044,
29254,1.6900014687369764,
29496,1.7644032666389413,
29513,1.7954935225333915,
29533,1.8065622551468017,
29605,1.7945624421221615,
29641,1.806766836723096,
29649,1.7637920113630443,
29671,1.7775546101488944,
29676,1.7963107558527747,
29743,1.7591266413700704,
29802,1.770390956783742,
29944,1.6927846395051258,
29958,1.7438386125479295,
30000,,2.0307310414104136
30042,1.8244756562283226,
30060,1.870972179669299,
30072,1.857077387085793,
30174,1.8893706199784845,
30259,1.897967703021207,
30348,1.880408151410691,
30354,1.874082961894496,
30478,1.8502656601855134,
30504,1.8531353052399602,
30510,1.8496619617084247,
30534,1.869676405317937,
30721,1.9727006333917698,
30756,1.9637261722641737,
30778,1.9583921892972938,
30798,1.9591142838740057,
30894,1.9066952787177387,
30961,1.8135716200331096,
31128,1.8124866184710704,
31148,1.7932550100412274,
31167,1.8120358532417935,
31194,1.790724068594354,
31212,1.8587553137820843,
31239,1.8522754858321315,
31249,1.8660650911704664,
31285,1.9751991267073137,
31361,1.9866179349341297,
31392,2.0335677371604657,
31473,2.0188227525228175,
31503,2.083082774127641,
31543,2.0543367303888447,
31571,2.0447000133548636,
31623,2.036520926565493,
31631,1.9817822709478603,
31725,1.9044850661750072,
31863,1.8522973044815716,
31879,1.862752811234201,
31901,1.8072253783431713,
31932,1.778289103861083,
31946,1.8025101132385613,
32021,1.8026793647841959,
32087,1.7954103350876354,
32089,1.8003523130198866,
32092,1.7931092386458283,
32122,1.7831300446894252,
32175,1.8256470529649231,
32218,1.8846440263309379,
32254,1.923183087584986,
32408,1.9085764869281825,
32475,1.8457221475977246,
32521,1.7982731100283076,
32526,1.7972755251491923,
32551,1.769387322131561,
32668,1.7796191815936262,
32703,1.7213473702228703,
32749,1.716909552532612,
33106,2.0325363514076504,
33111,2.034245059810353,
33158,2.1277173278454433,
33245,2.0290483487876028,
33284,2.0002516265309516,
33461,1.907442790291216,
33492,1.8844559057732801,
33551,1.9207866928000241,
33624,1.9917893879689108,
33654,1.9223102564275347,
33715,1.9361990990724944,
33837,1.9670538097286214,
34113,2.054599643040333,
34120,2.05352702264707,
34127,1.9889057221323945,
34174,2.0036932103532443,
34193,2.0087478762204025,
34235,1.9248662807434578,
34284,1.8762823062613905,
34288,1.8772169453512517,
34379,1.7660120581585041,
34463,1.7133478666205815,
34622,1.873519713855087,
34669,1.877625532183321,
34730,1.9174608111527305,
34791,1.9245386167390013,
34809,1.966019689921864,
34885,1.8868727204909548,
34929,1.8691383213426085,
35027,1.9968686204185457,
35030,1.9868932670265904,
35073,1.966911757061036,
35144,1.9568627468213855,
35185,1.9491798560698774,
35304,2.024988867710014,
35400,1.8873933484974572,
35429,1.8558764524981803,
35458,1.8816722219437465,
35470,1.8623597542399615,
35539,1.8473338049007366,
35692,1.825888171372212,
35701,1.8075049465182644,
35828,1.8471605144622887,
35899,1.7717630853817357,
35992,1.8500101875428427,
36010,1.8363797629200915,
36017,1.821251130222181,
36018,1.8122296155272528,
36113,1.8150591349837941,
36188,1.785510840344398,
36243,1.836488290325143,
36258,1.8445758034714042,
36501,1.8998560040677381,
36573,1.9532094632776158,
36724,1.9607328892123166,
36727,1.9600247553119843,
36833,1.8265099821397437,
36896,1.6273866922066247,
36957,1.6568200332907606,
37045,1.6513472180884776,
37133,1.6542671487766973,
37309,1.7780329905717145,
37331,1.7543737855452568,
37432,1.7869611441770206,
37518,1.7990845942816933,
37535,1.7928868718252016,
37562,1.734740725494053,
37572,1.7371091691512055,
37597,1.8001335642251153,
37694,1.7754532604877462,
37823,1.7131595153672592,
38037,1.7905077535073008,
38191,1.9090829207053446,
38229,1.9489399770771711,
38302,1.9334053261548712,
38625,1.9237157565484793,
38695,1.8852973841989233,
38737,1.8618799665285926,
38795,1.8047353742350338,
38877,1.840107934556971,
38889,1.8502759702350715,
39301,1.834775463838579,
39318,1.8269976501912524,
39325,1.8179152462659585,
39355,1.8028941700883947,
39502,1.7365582580709151,
39549,1.7272292496425694,
39613,1.7194753690283087,
39618,1.7330006009495562,
39634,1.7246170156830172,
39708,1.723972296688965,
39783,1.6344074723569293,
39865,1.6710654740439663,
39907,1.6898831715136686,
39931,1.7390887835994406,
39933,1.733787791185362,
40000,,1.8351914737339423
40021,1.7265270730348874,
40223,1.838570048386459,
40378,1.9439926038027808,
40396,1.9396846335346651,
40411,1.968711640917529,
40481,2.009583961131903,
40526,2.0533814610244168,
40609,2.0050453853136854,
40647,2.0025838833221066,
40648,1.9834215504416386,
40653,1.9912651533954835,
40686,2.0055849572285145,
40720,2.035363871909159,
40747,2.030340323713561,
40967,2.087905903565831,
41012,2.059066363415096,
41137,2.035848724277684,
41217,2.0259506727457897,
41350,1.986468127946873,
41523,2.0441106508766924,
41615,1.9652966327417065,
41704,1.925298097952527,
41766,1.8393847509370262,
41900,1.728016232453284,
41916,1.6987587394126331,
41926,1.7091315034691528,
41933,1.7054569805710187,
41954,1.7175019658194413,
41976,1.773963615950897,
42046,1.8868534508941581,
42056,1.8543412415215437,
42075,1.8457762386403676,
42157,1.880744517674315,
42186,1.8886871130787017,
42265,1.9147999681668588,
42472,1.8966850672597488,
42579,1.9258586148439016,
42714,1.9606421470147035,
42785,1.92969329988428,
42787,1.9026981817915622,
42829,1.9218063754194872,
42989,2.091478330141843,
43041,2.1558960991239515,
43108,2.1761645072793767,
43143,2.140712605520096,
43153,2.1394842945089216,
43213,2.221906545297575,
43295,2.1201383063691175,
43303,2.1282221441472866,
43340,2.1534092278717036,
43460,2.1286827291059227,
43463,2.123161123809624,
43477,2.141793854379654,
43482,2.1357405280066555,
43687,2.2449434610992878,
43788,2.178983174228223,
43843,2.211957578629568,
43872,2.2002048329003756,
43909,2.2114103590122176,
44002,2.188773718393286,
44017,2.190009453562258,
44022,2.1781521915660482,
44032,2.1818876153787072,
44077,2.1191525182462794,
44079,2.0979526627725216,
44222,2.0373227632144624,
44232,2.0618890205177043,
44283,2.0420097915907696,
44353,1.9689167291427077,
44395,1.9176053288396198,
44450,1.9047536526929085,
44457,1.887996519597118,
44517,1.9050476595542698,
44599,2.0119683597526232,
44621,2.003410016058537,
44640,2.023600365647472,
44657,2.0544729017361756,
44663,2.0489133069094447,
44735,2.0451200658411173,
44815,2.0716090780365835,
44835,2.1347481975932117,
44933,1.9909803970511186,
44988,1.9465266365181355,
45053,1.9616766031623498,
45073,1.9257827854597585,
45247,1.9418389902145956,
45283,1.8990465504256668,
45362,1.938658126291871,
45380,1.9625806806811104,
45452,1.9771474558387894,
45497,1.9684468642399215,
45529,1.9240489189962622,
45555,1.9142732794194524,
45577,1.9235101805525587,
45846,1.8852791030566445,
45873,1.903159798070598,
45974,1.9334638080128974,
46093,1.966316996770307,
46108,2.0124347033310896,
46252,2.076039187209897,
46291,2.0686730371257114,
46380,2.0675687643676506,
46445,2.0589183245254663,
46541,2.0800906030263264,
46583,2.0068576791513153,
46600,1.9969820974431811,
46636,2.0224432919300916,
46646,2.012524705080283,
46682,1.923813842349165,
46694,1.9094896492195033,
46712,1.9334545019884368,
46802,1.8764383848035098,
46839,1.823112626680977,
46845,1.8161918333100173,
46881,1.85156219255353,
46897,1.8482759883392645,
46902,1.8583020963446129,
46999,1.8591187270601472,
47063,1.8795800335743735,
47074,1.8831303986778278,
47087,1.8734640394521602,
47150,1.8819128534413223,
47245,1.8982339545948665,
47293,1.9005452895265476,
47352,2.01731321621501,
47416,2.0023872194789853,
47417,2.001268997630716,
47567,1.9761669594125237,
47686,1.8979755458660037,
47713,1.8893113388795553,
47757,1.9095829352266347,
47776,1.8651594154043756,
47845,1.741409088634822,
47928,1.7009754342015553,
47949,1.670139998302138,
48021,1.7020285332278544,
48043,1.6466797102197035,
48069,1.5973641323149042,
48210,1.7095333227676555,
48309,1.7934983837775735,
48541,1.855471275375391,
48552,1.8550527230427014,
48559,1.8639069866292486,
48586,1.8533002233507951,
48598,1.8377027196526774,
48625,1.8180718327294667,
48674,1.846975236055174,
48704,1.8809968429778063,
48754,1.9306373083620851,
48794,1.9510790478326092,
48821,1.967831834557495,
49089,2.053819823267392,
49251,2.0622275317660583,
49364,2.047840715810924,
49390,2.011128226012893,
49474,2.025704362020802,
49491,2.0183759949339364,
49563,1.9181229183425885,
49593,1.9133989835259562,
49598,1.9277871602265504,
49622,1.88518927537115,
49636,1.8869070877538874,
49698,1.8945647274933544,
49759,1.9192577519840268,
49794,1.914740921327811,
49809,1.9148162726152684,
49820,1.9054286842828396,
49892,2.0015778818312775,
50000,,2.0357882744104328
50004,2.1129843738467,
50039,2.1361529693466372,
50040,2.129528506188683,
50068,2.0895322517524373,
50124,2.1527267055125923,
50204,2.1045463493794605,
50359,2.1740408113320315,
50385,2.1413228889582028,
50404,2.1191047284899915,
50471,2.1509881057818228,
50599,2.2025038419732024,
50798,2.0097775955257307,
51114,2.058498400989698,
51265,2.0874769516145046,
51272,2.0993249006405525,
51365,2.209883896065417,
51415,2.2758124750516497,
51606,2.2301984405293527,
51730,2.105419855527646,
51766,2.047570705953414,
51784,2.04816440919549,
51895,2.0869421777898793,
51906,2.110744222801267,
52060,1.9734032644750794,
52139,1.9254711597225014,
52273,1.8440687955952473,
52314,1.8823012395488687,
52482,2.0014636652855957,
52483,2.0034456415945736,
52653,1.9228190126489795,
52690,1.8798722264687706,
52731,1.9360979450957627,
52777,1.852295884875312,
52808,1.8090978084690152,
52840,1.79136548819177,
52894,1.8112523302092274,
52914,1.8314025895185841,
53002,1.8885905452045448,
53007,1.8709909680304566,
53026,1.8846076163203467,
53068,1.8432779474785002,
53078,1.8370192823349607,
53112,1.9039954817491187,
53263,1.9867159437145785,
53359,1.9464367481576041,
53372,1.9186256710096767,
53388,1.9542114052875632,
53448,1.9986458347344058,
53653,1.9862250295558068,
53769,1.9319971026843825,
53833,2.0017338709743964,
53891,2.0253626659764823,
54005,1.9617767208303323,
54012,1.959763736066339,
54151,1.9171501798000186,
54161,1.9292688182725828,
54172,1.9223427677503206,
54207,1.9203025253829185,
54291,1.9625968217929586,
54305,1.9283713996538716,
54426,2.055434084445474,
54503,2.0186100211732,
54605,1.9569781341414014,
54775,1.8487495440648942,
54816,1.7415343388998488,
54870,1.844907516696322,
54892,1.8435726261794523,
54938,1.7999403892325878,
55039,1.8634179051371447,
55120,1.863915825352459,
55194,1.8366690926389737,
55386,1.846286567982165,
55476,1.9320697477940856,
55577,1.9914853303783755,
55598,1.9860906496667843,
55669,1.9809538999729752,
55707,1.9962961814244145,
55711,1.9868553146738746,
55773,1.9900160703257057,
56017,1.9861520479024801,
56040,2.0007670745627686,
56146,2.0401427069076146,
56175,2.0931954212844337,
56207,1.9989167329453033,
56235,1.9716946179198231,
56541,1.9024003762658506,
56796,1.8488417121236833,
56839,1.8647279541895982,
56868,1.9026798529228597,
56897,1.899889684492323,
56921,1.9071081477878336,
56932,1.8997292038823737,
56979,1.838832561851456,
57089,1.8434314870762438,
57174,1.7721557141625892,
57247,1.8470770689148608,
57252,1.8595258340969056,
57339,1.8726134665318472,
57462,1.817028952942191,
57482,1.8206736858694699,
57611,1.6570720057497001,
57634,1.6551903551259364,
57715,1.5814227280207709,
57741,1.6066896730145848,
57750,1.5955967940642188,
58092,1.816493869382233,
58176,1.7513965899505535,
58372,1.8643036538677638,
58423,1.8515680430093784,
58622,1.9975793810971405,
58724,2.0791633569493735,
58827,1.910276100621101,
58873,1.8375028853904132,
59203,1.6200778160195062,
59339,1.6632243682053736,
59470,1.542875162449577,
59663,1.4171824641635238,
59665,1.406403530806805,
59670,1.3937953743979878,
59681,1.3829015405725662,
59700,1.393104006960072,
59793,1.4193933322100194,
59834,1.4334772598451935,
59982,1.4603034635508703,
59991,1.4539031040407915,
60000,,1.4061998030581537
60004,1.4555383315850485,
60149,1.4091291445107015,
60174,1.397380404722075,
60216,1.438012521255155,
60300,1.5596554440880182,
60419,1.5734747327478942,
60477,1.5697392477423313,
60520,1.482151890520807,
60538,1.4203931719929497,
60655,1.3092990447422672,
60723,1.3855714735793336,
60831,1.4307442225664986,
60914,1.4491459398394655,
60933,1.4447624219101762,
61052,1.4033928143753678,
61100,1.3552496141986063,
61157,1.4360510650432985,
61204,1.4139666926634533,
61311,1.532178634480299,
61456,1.5839902950458251,
61657,1.5259737255861594,
61692,1.472344407835819,
61724,1.5053135154355959,
61848,1.5007673291533299,
61951,1.4865858640823548,
62078,1.3689303627751566,
62117,1.379238098358793,
62244,1.3932094502246222,
62249,1.4042973415328215,
62304,1.3942165469183934,
62327,1.3972717338776777,
62344,1.406652640866712,
62362,1.4069337499412742,
62406,1.440243174705796,
62462,1.377365870520629,
62483,1.3818275349116265,
62553,1.380031048206996,
62581,1.3808129001013987,
62665,1.472854903763936,
62705,1.4336660885282542,
62904,1.5979378790878795,
62941,1.6173300069275205,
62962,1.5732015537485182,
63019,1.5194789882878432,
63055,1.5418379591790576,
63080,1.5474924132367898,
63193,1.5374969409687569,
63203,1.5557073474074687,
63309,1.5404836247018625,
63450,1.4349524796083344,
63485,1.4413276828552455,
63498,1.4492969300719412,
63557,1.4435108352241977,
63580,1.4407121358054857,
63588,1.44957248318383,
63671,1.4314147381295728,
63700,1.428637026562205,
63828,1.375327322280724,
63853,1.3957498659795604,
63969,1.4351253449475052,
63971,1.4221592124887075,
64008,1.4451601014972757,
64119,1.5243320178528124,
64128,1.5018233049977467,
64157,1.4945383798316845,
64161,1.496109275896484,
64292,1.5994439750612963,
64443,1.7996101445505082,
64519,1.891905526486523,
64590,1.7203381756953329,
64688,1.6840598588306332,
64708,1.6577575760640237,
64794,1.5693223998248569,
64892,1.6332873232991885,
65056,1.3875712056074718,
65130,1.3542017336863057,
65189,1.380787965614935,
65311,1.4784570457005228,
65384,1.5157334447947315,
65571,1.5422542019456298,
65646,1.6241389287165466,
65689,1.652048502616596,
65732,1.694023491197564,
65833,1.7273564539346242,
65858,1.7328090932747044,
65906,1.7478162563712099,
65937,1.8237518832182846,
66047,1.84447827238193,
66053,1.8305076091993617,
66090,1.8994563779973714,
66170,1.9821938050058077,
66406,1.9192945788616174,
66517,1.8380744839654293,
66519,1.8295772766899996,
66610,1.8993346665579574,
66676,1.937620637939506,
66776,2.004869575243086,
66781,1.997736297662242,
67059,2.006871127278293,
67091,1.985172253744474,
67203,2.039295259298318,
67214,2.0462981582320174,
67324,2.0021866333898073,
67330,1.991267685412862,
67393,2.0143307197337266,
67437,1.9765928065010985,
67442,1.9896447976872655,
67467,1.955249839760532,
67477,1.9512161705674034,
67716,1.8985493382527745,
67757,1.8799451261281874,
67858,1.9682789752228738,
67953,1.8683275355774935,
68074,1.7230707281489672,
68278,1.7503680154600294,
68293,1.784973103646287,
68297,1.7771912654471296,
68304,1.789940174942785,
68317,1.7851181444167676,
68496,1.7082963463494207,
68514,1.73271019668944,
68587,1.6168609717352467,
68661,1.630123890930827,
68683,1.673743738975749,
68730,1.7078153805191782,
68860,1.7906213949483447,
68910,1.8589373230010497,
68998,1.902112210498489,
69021,1.915456415149074,
69196,1.9870072898432936,
69251,1.9367208070423012,
69377,1.9483764194353168,
69521,1.8888070443125118,
69644,1.9503678725789215,
69683,1.9624254658933862,
69686,1.9547571105473331,
69751,2.0396281324305257,
69774,2.084391245803272,
69789,2.084444998390002,
69892,2.0097497104338626,
69923,2.0262644942771395,
69957,2.0199946984030697,
70000,,1.9402545901334929
70154,1.9774936920115183,
70266,2.038373757929368,
70288,2.051969501338728,
70300,2.0592587094574064,
70312,2.05633305003608,
70358,2.0378265557653195,
70363,2.0521868623245147,
70405,2.0190684910317453,
70537,1.978669361723651,
70542,1.9672087614809692,
70599,1.8910182086707232,
70644,1.9180509834619042,
70676,1.9462338135803625,
70827,2.0268792996494556,
70874,2.0576741751544954,
70891,2.065232161199117,
70920,2.09166631248157,
71048,2.0458471254066506,
71052,2.0639996135528413,
71099,2.039201532417977,
71151,2.057281456763765,
71175,2.06154140323808,
71609,2.0494602435738356,
71632,2.0796540494542994,
71882,2.1677029939162256,
72143,2.227438265095057,
72146,2.2112632839852124,
72225,2.162277369500971,
72325,2.12750585633362,
72340,2.1671364374104916,
72365,2.1547301950002002,
72437,2.1095063660766273,
72475,2.1202227344685447,
72542,2.117986069141473,
72583,2.1680359466363193,
72610,2.1941879164603035,
72615,2.194275464608476,
72629,2.166729117476889,
72667,2.2096634413761844,
73252,2.0557818498889002,
73330,1.9751293011712554,
73434,1.9689760102660065,
73623,2.0200163664465993,
73697,2.0805971803356487,
73739,2.124371768877599,
73783,2.0540750863720243,
73793,2.082156417601398,
73838,2.0811409110122643,
73893,2.0813816783212316,
73944,2.164891802443461,
74015,2.129908487386587,
74131,2.1142889863711143,
74291,2.193535313250948,
74304,2.139402883882151,
74334,2.1340691181103932,
74398,2.1516880984883913,
74412,2.146605025666202,
74522,2.077878900448377,
74601,2.0614026394893803,
74614,2.039265845504433,
74714,2.1250807578938584,
75209,2.1736189038237,
75226,2.171782877707965,
75231,2.1889650974159753,
75273,2.0827252559268383,
75283,2.081507510101882,
75452,2.0625890330444423,
75613,2.0269127919762555,
75708,2.1526310926245134,
75731,2.161866256622409,
75739,2.112430669060329,
75763,2.148975369587881,
75827,2.183562200225376,
75912,2.190178948722883,
75952,2.1976888290490804,
76061,2.1279806166821267,
76162,2.0901917561666417,
76230,2.0820236943748114,
76240,2.0775942132723335,
76458,2.008712173646557,
76484,1.956065091903102,
76646,1.8244962097258444,
76796,1.8132239427684922,
76871,1.9455227054850803,
76904,2.0326867731906115,
76955,2.10853850668078,
76970,2.140629606219906,
77014,2.145539179966433,
77147,2.272490822647212,
77391,2.1664125570501334,
77455,2.215456842067211,
